# fieldid, time (part of night), ra (deg), dec (deg)
256 0.0000 82.4853 -24.2130
257 0.0000 89.8853 -24.2073
258 0.0000 97.2725 -24.2115
259 0.0000 104.6628 -24.2028
260 0.0000 112.0586 -24.2137
261 0.0000 119.3971 -24.2078
262 0.0000 126.6822 -24.2091
263 0.0000 133.9354 -23.2612
264 0.0000 141.2510 -24.2112
265 0.0000 148.5349 -24.2144
266 0.0000 155.8197 -24.2118
267 0.0000 163.1043 -24.2129
268 0.0000 170.3859 -24.2160
269 0.0000 177.6725 -24.2150
270 0.0000 184.8972 -23.7590
271 0.0000 192.2474 -24.2164
272 0.0000 199.5121 -24.2188
273 0.0000 206.8113 -24.2154
274 0.0000 214.0947 -24.2119
275 0.0000 221.3802 -24.2090
276 0.0000 228.6620 -24.2147
277 0.0000 235.9466 -24.2093
278 0.0000 243.2323 -24.2196
279 0.0000 250.5274 -24.2334
280 0.0000 257.7994 -24.2205
281 0.0000 265.0869 -24.2276
282 0.0000 272.4179 -24.1830
283 0.0000 279.8534 -24.1950
284 0.0000 287.2103 -24.2064
285 0.0000 294.6052 -24.2163
286 0.0000 301.9995 -24.2040
287 0.0000 309.3939 -24.2123
288 0.0000 316.7839 -24.2207
289 0.0000 324.1798 -24.2175
290 0.0000 331.5741 -24.2236
291 0.0000 338.9667 -24.2319
292 0.0000 346.3621 -24.2266
293 0.0000 353.7557 -24.2307
294 0.0000 181.6145 -17.0213
295 0.0000 8.6964 -17.0404
296 0.0000 15.7793 -17.0360
297 0.0000 22.8617 -17.0364
298 0.0000 29.9451 -17.0496
299 0.0000 37.0270 -17.0464
300 0.0000 44.1089 -17.0496
301 0.0000 51.1924 -17.0518
302 0.0000 58.2746 -17.0527
303 0.0000 65.3630 -17.0362
304 0.0000 72.4448 -17.0345
305 0.0000 79.5288 -17.0345
306 0.0000 86.6116 -17.0378
307 0.0000 93.6927 -17.0245
308 0.0000 100.7784 -17.0157
309 0.0000 107.8568 -17.0226
310 0.0000 114.9132 -17.0217
311 0.0000 121.9444 -17.0175
312 0.0000 128.9749 -17.0219
313 0.0000 136.0049 -17.0222
314 0.0000 143.0316 -17.0148
315 0.0000 150.0606 -17.0151
316 0.0000 157.0928 -17.0225
317 0.0000 164.1230 -17.0208
318 0.0000 171.1518 -17.0210
319 0.0000 178.1800 -17.0246
320 0.0000 185.2107 -17.0235
321 0.0000 192.2395 -17.0239
322 0.0000 199.2709 -17.0210
323 0.0000 206.2983 -17.0175
324 0.0000 213.3279 -17.0147
325 0.0000 220.3578 -17.0139
326 0.0000 227.3878 -17.0129
327 0.0000 234.4180 -17.0134
328 0.0000 241.4478 -17.0119
329 0.0000 248.4790 -17.0167
330 0.0000 255.5093 -17.0380
331 0.0000 262.5293 -17.0269
332 0.0000 269.5700 -17.0382
333 0.0000 276.6245 -17.0157
334 0.0000 283.7073 -17.0276
335 0.0000 290.7902 -17.0150
336 0.0000 297.8719 -17.0200
337 0.0000 304.9551 -17.0095
338 0.0000 312.0379 -17.0261
339 0.0000 319.1192 -17.0119
340 0.0000 326.2016 -17.0357
341 0.0000 333.2848 -17.0411
342 0.0000 340.3684 -17.0419
343 0.0000 347.4501 -17.0255
344 0.0000 354.5299 -17.0361
345 0.0000 5.1885 -9.8495
346 0.0000 12.2368 -9.8499
347 0.0000 19.2875 -9.8493
348 0.0000 26.3372 -9.8495
349 0.0000 33.3870 -9.8306
350 0.0000 40.4370 -9.8553
351 0.0000 47.4875 -9.8537
352 0.0000 54.5351 -9.8596
353 0.0000 61.5851 -9.8590
354 0.0000 68.6345 -9.8614
355 0.0000 75.6933 -9.8475
356 0.0000 82.7426 -9.8422
357 0.0000 89.7930 -9.8491
358 0.0000 96.8423 -9.8424
359 0.0000 103.8889 -9.8493
360 0.0000 110.9492 -9.8335
361 0.0000 118.0192 -9.8283
362 0.0000 125.0869 -9.8292
363 0.0000 132.1573 -9.8318
364 0.0000 139.2242 -9.8315
365 0.0000 146.2939 -9.8307
366 0.0000 153.3629 -9.8320
367 0.0000 160.4316 -9.8328
368 0.0000 167.4989 -9.8292
369 0.0000 174.5671 -9.8284
370 0.0000 181.6355 -9.8301
371 0.0000 188.7037 -9.8276
372 0.0000 195.7730 -9.8316
373 0.0000 202.8413 -9.8273
374 0.0000 209.9091 -9.8242
375 0.0000 216.9803 -9.8222
376 0.0000 224.0490 -9.8201
377 0.0000 231.1170 -9.8207
378 0.0000 238.1857 -9.8247
379 0.0000 245.2552 -9.8188
380 0.0000 252.3251 -9.8236
381 0.0000 259.3935 -9.8198
382 0.0000 266.4629 -9.8146
383 0.0000 273.5337 -9.8164
384 0.0000 280.5935 -9.8302
385 0.0000 287.6427 -9.8386
386 0.0000 294.6918 -9.8261
387 0.0000 301.7410 -9.8333
388 0.0000 308.7915 -9.8268
389 0.0000 315.8401 -9.8251
390 0.0000 322.8891 -9.8402
391 0.0000 329.9401 -9.8475
392 0.0000 336.9877 -9.8530
393 0.0000 344.0385 -9.8344
394 0.0000 351.0880 -9.8519
395 0.0000 178.1378 -9.8544
396 0.0000 181.6930 -2.6570
397 0.0000 8.7215 -2.6524
398 0.0000 15.7519 -2.6465
399 0.0000 22.7823 -2.6602
400 0.0000 29.8122 -2.6549
401 0.0000 36.8430 -2.6602
402 0.0000 43.8692 -2.6615
403 0.0000 50.8978 -2.6633
404 0.0000 57.9274 -2.6649
405 0.0000 64.9565 -2.6666
406 0.0000 71.9857 -2.6681
407 0.0000 79.0208 -2.6563
408 0.0000 86.0543 -2.6510
409 0.0000 93.0808 -2.6555
410 0.0000 100.1056 -2.6720
411 0.0000 107.1686 -2.6624
412 0.0000 114.2589 -2.6366
413 0.0000 121.3505 -2.6383
414 0.0000 128.4389 -2.6395
415 0.0000 135.5286 -2.6400
416 0.0000 142.6163 -2.6412
417 0.0000 149.7071 -2.6426
418 0.0000 156.7937 -2.6388
419 0.0000 163.8825 -2.6358
420 0.0000 170.9724 -2.6333
421 0.0000 178.0602 -2.6374
422 0.0000 185.1492 -2.6284
423 0.0000 192.2394 -2.6402
424 0.0000 199.3271 -2.6323
425 0.0000 206.4170 -2.6310
426 0.0000 213.5065 -2.6303
427 0.0000 220.5943 -2.6201
428 0.0000 227.6841 -2.6246
429 0.0000 234.7729 -2.6259
430 0.0000 241.8617 -2.6225
431 0.0000 248.9522 -2.6272
432 0.0000 256.0431 -2.6278
433 0.0000 263.1322 -2.6280
434 0.0000 270.2220 -2.6238
435 0.0000 277.3129 -2.6363
436 0.0000 284.3728 -2.6277
437 0.0000 291.4007 -2.6123
438 0.0000 298.4306 -2.6297
439 0.0000 305.4595 -2.6282
440 0.0000 312.4886 -2.6375
441 0.0000 319.5157 -2.6350
442 0.0000 326.5469 -2.6363
443 0.0000 333.5758 -2.6487
444 0.0000 340.6045 -2.6502
445 0.0000 347.6343 -2.6469
446 0.0000 354.6635 -2.6436
457 0.0000 75.3341 4.5380
458 0.0000 82.3378 4.5215
459 0.0000 89.3591 4.5402
460 0.0000 96.3596 4.5198
461 0.0000 103.2847 4.5164
462 0.0000 110.1383 4.5505
463 0.0000 116.9790 4.5513
464 0.0000 123.8222 4.5520
465 0.0000 130.6644 4.5544
466 0.0000 137.5105 4.5521
467 0.0000 144.3484 4.5559
468 0.0000 151.1933 4.5552
469 0.0000 158.0338 4.5561
470 0.0000 164.8752 4.5595
471 0.0000 171.7171 4.5622
472 0.0000 178.5593 4.5657
473 0.0000 185.3013 4.7277
474 0.0000 192.2441 4.5689
475 0.0000 199.0868 4.5638
476 0.0000 205.9289 4.5706
477 0.0000 212.7689 4.5690
478 0.0000 219.6114 4.5650
479 0.0000 226.4542 4.5653
480 0.0000 233.2958 4.5625
481 0.0000 240.1381 4.5652
482 0.0000 246.9803 4.5709
498 0.0000 178.2161 4.5461
499 0.0000 181.7618 11.7471
511 0.0000 85.5741 11.7411
512 0.0000 92.5487 11.7124
513 0.0000 99.6081 11.7343
514 0.0000 106.7355 11.7451
515 0.0000 114.0109 11.7461
516 0.0000 121.2872 11.7469
517 0.0000 128.5621 11.7485
518 0.0000 135.8393 11.7477
519 0.0000 143.1145 11.7505
520 0.0000 150.3888 11.7504
521 0.0000 157.6648 11.7527
522 0.0000 164.9418 11.7517
523 0.0000 172.2170 11.7521
524 0.0000 179.4946 11.7539
525 0.0000 186.7693 11.5759
526 0.0000 193.8958 11.7555
527 0.0000 201.0207 11.7570
528 0.0000 208.1457 11.7558
529 0.0000 215.1208 11.7561
530 0.0000 222.0967 11.7558
531 0.0000 229.0726 11.7556
532 0.0000 236.0472 11.7571
543 0.0000 312.8779 11.7535
550 0.0000 181.3627 18.9313
563 0.0000 95.5611 18.9295
564 0.0000 102.7248 18.9388
565 0.0000 109.7795 18.9383
566 0.0000 116.8322 18.9378
567 0.0000 123.8881 18.9400
568 0.0000 130.9398 18.9402
569 0.0000 137.9937 18.9405
570 0.0000 145.0496 18.9431
571 0.0000 152.1032 18.9448
572 0.0000 159.1564 18.9445
573 0.0000 166.2112 18.9449
574 0.0000 173.2642 18.9461
575 0.0000 180.3185 18.9471
576 0.0000 187.3844 18.9490
577 0.0000 194.5458 18.9478
578 0.0000 201.7075 18.9434
579 0.0000 208.9649 18.9475
580 0.0000 216.2327 18.9469
581 0.0000 223.5009 18.9479
600 0.0000 180.9507 26.1245
613 0.0000 98.7142 26.1317
614 0.0000 106.1966 26.1307
615 0.0000 113.6786 26.1287
616 0.0000 121.1614 26.1298
