mjd,mag,magerr,clrcoeff
58366.34798,19.225,0.078,0.084
58367.34124,19.406,0.09,0.071
58368.3461,19.348,0.086,0.073
58369.41256,19.402,0.09,0.07
58370.43036,19.334,0.085,0.076
58371.43188,19.349,0.086,0.066
58372.38559,19.357,0.087,0.068
58373.45743,19.451,0.093,0.075
58374.3904,19.398,0.09,0.072
58375.36891,19.318,0.084,0.074
58377.41212,19.235,0.079,0.065
58378.39723,19.325,0.085,0.079
58379.41108,19.392,0.089,0.075
58380.43198,19.315,0.084,0.083
58382.36653,19.217,0.078,0.072
58383.40956,18.903,0.061,0.061
58384.51004,19.366,0.087,0.063
58385.30819,19.466,0.095,0.074
58386.31792,19.308,0.084,0.084
58387.44317,19.373,0.088,0.073
58388.26011,19.199,0.077,0.091
58389.30644,19.165,0.075,0.075
58390.25751,19.101,0.071,0.073
58397.41436,19.373,0.088,0.057
58422.32828,19.321,0.084,0.072
58423.30114,19.281,0.082,0.074
58424.25032,19.304,0.083,0.086
58428.24579,19.305,0.083,0.093
58429.28382,19.382,0.089,0.079
58430.20292,19.371,0.088,0.081
58431.20452,19.59,0.104,0.082
58432.26653,19.298,0.083,0.083
58435.28011,19.177,0.075,0.083
58437.30847,19.015,0.066,0.069
58439.21656,19.407,0.09,0.072
58439.21702,19.241,0.079,0.076
58439.22612,19.333,0.085,0.072
58439.22657,19.268,0.081,0.064
58439.2357,19.248,0.08,0.087
58441.22015,19.224,0.078,0.074
58441.2206,19.365,0.087,0.076
58441.22992,19.249,0.08,0.085
58441.23037,19.282,0.082,0.071
58441.23939,19.262,0.081,0.081
58441.30294,19.258,0.08,0.077
58442.2654,19.413,0.091,0.074
58443.07373,19.168,0.075,0.097
58443.1888,19.366,0.087,0.082
58443.18926,19.32,0.084,0.095
58443.34703,19.401,0.09,0.064
58447.351,19.191,0.076,0.093
58449.21932,19.186,0.076,0.087
58449.21977,19.455,0.094,0.089
58449.22022,19.255,0.08,0.091
58449.23049,19.347,0.086,0.088
58449.24277,19.316,0.084,0.102
58450.35147,19.379,0.088,0.079
58451.22773,19.351,0.086,0.083
58451.22819,19.329,0.085,0.077
58451.23182,19.294,0.083,0.074
58451.23736,19.237,0.079,0.074
58451.24619,19.318,0.084,0.076
58456.26792,19.254,0.08,0.067
58457.17642,19.051,0.068,0.071
58464.26457,19.317,0.084,0.079
58465.27015,19.41,0.091,0.083
58468.28095,19.228,0.078,0.066
58471.15776,19.366,0.087,0.072
58474.15267,19.237,0.079,0.075
58474.17168,19.337,0.085,0.059
58474.17214,19.441,0.093,0.072
58474.17259,19.425,0.092,0.074
58474.17304,19.365,0.087,0.075
58474.17351,19.398,0.09,0.068
58474.17396,19.406,0.09,0.073
58474.17442,19.353,0.086,0.075
58474.17487,19.236,0.079,0.08
58474.17533,19.344,0.086,0.075
58474.17579,19.316,0.084,0.075
58474.17625,19.257,0.08,0.076
58474.1767,19.203,0.077,0.083
58474.17716,19.275,0.081,0.074
58474.17761,19.219,0.078,0.073
58474.17808,19.301,0.083,0.075
58474.17853,19.229,0.078,0.066
58474.17899,19.34,0.086,0.076
58474.17944,19.272,0.081,0.078
58474.17991,19.427,0.092,0.077
58474.18036,19.387,0.089,0.076
58474.18082,19.126,0.072,0.076
58474.18127,19.285,0.082,0.072
58474.18173,19.255,0.08,0.077
58474.18219,19.44,0.093,0.081
58474.18264,19.288,0.082,0.073
58474.1831,19.384,0.089,0.07
58474.18356,19.303,0.083,0.074
58474.18401,19.299,0.083,0.082
58474.18447,19.296,0.083,0.071
58474.18493,19.195,0.076,0.079
58474.18538,19.284,0.082,0.073
58474.18584,19.259,0.08,0.079
58474.18629,19.305,0.083,0.08
58474.18676,19.388,0.089,0.076
58474.18721,19.317,0.084,0.075
58474.18767,19.189,0.076,0.073
58474.18812,19.123,0.072,0.07
58474.18859,19.3,0.083,0.076
58474.18904,19.509,0.098,0.077
58474.18949,19.24,0.079,0.069
58474.18995,19.451,0.093,0.079
58474.1904,19.252,0.08,0.076
58474.19087,19.276,0.081,0.086
58474.19132,19.332,0.085,0.08
58474.19178,19.391,0.089,0.083
58474.19223,19.103,0.071,0.079
58474.19269,19.315,0.084,0.076
58474.19315,19.373,0.088,0.077
58474.1936,19.428,0.092,0.084
58474.19406,19.235,0.079,0.076
58474.19452,19.277,0.082,0.079
58474.19497,19.437,0.092,0.082
58474.19544,19.362,0.087,0.081
58474.19589,19.283,0.082,0.081
58474.19634,19.18,0.076,0.078
58474.1968,19.431,0.092,0.072
58474.19727,19.301,0.083,0.083
58474.19772,19.205,0.077,0.08
58474.19818,19.158,0.074,0.077
58474.19863,19.24,0.079,0.083
58474.19909,19.38,0.088,0.077
58474.19955,19.409,0.09,0.085
58474.20001,19.413,0.091,0.077
58474.20047,19.298,0.083,0.079
58474.20092,19.37,0.088,0.075
58474.20137,19.258,0.08,0.077
58474.20184,19.204,0.077,0.079
58474.20229,19.37,0.088,0.08
58474.20275,19.321,0.084,0.083
58474.2032,19.339,0.086,0.079
58474.20367,19.294,0.083,0.08
58474.20412,19.246,0.08,0.073
58474.20458,19.353,0.087,0.082
58474.20503,19.405,0.09,0.073
58474.20548,19.271,0.081,0.077
58474.20595,19.286,0.082,0.079
58474.2064,19.414,0.091,0.077
58474.20686,19.329,0.085,0.073
58474.20731,19.209,0.077,0.078
58474.20778,19.203,0.077,0.079
58474.20823,19.36,0.087,0.08
58474.20869,19.356,0.087,0.073
58474.20914,19.309,0.084,0.089
58474.20959,19.135,0.073,0.071
58474.21006,19.259,0.08,0.083
58474.21051,19.374,0.088,0.077
58474.21097,19.267,0.081,0.081
58474.21142,19.287,0.082,0.077
58474.21188,19.377,0.088,0.086
58474.21233,19.229,0.078,0.083
58474.2128,19.192,0.076,0.076
58474.21325,19.221,0.078,0.083
58474.2137,19.24,0.079,0.084
58474.21416,19.21,0.077,0.078
58474.21461,19.099,0.071,0.078
58474.21508,19.313,0.084,0.079
58474.21553,19.277,0.082,0.083
58474.21644,19.166,0.075,0.082
58474.21691,19.068,0.069,0.083
58474.21782,19.288,0.082,0.085
58474.21827,19.171,0.075,0.085
58474.21874,19.246,0.08,0.077
58474.21964,19.282,0.082,0.084
58474.2201,19.312,0.084,0.085
58474.22056,19.312,0.084,0.08
58474.22102,19.248,0.08,0.086
58474.22148,19.471,0.095,0.08
58474.22193,19.118,0.072,0.077
58474.22238,19.274,0.081,0.08
58474.2233,19.194,0.076,0.085
58474.22376,19.291,0.082,0.077
58474.22421,19.191,0.076,0.083
58474.22467,19.348,0.086,0.08
58474.22512,19.229,0.079,0.082
58474.22559,19.41,0.09,0.081
58474.22604,19.257,0.08,0.088
58474.2265,19.264,0.081,0.089
58474.22696,19.387,0.089,0.078
58474.22742,19.281,0.082,0.079
58474.22788,19.251,0.08,0.079
58474.22833,19.183,0.076,0.081
58474.22879,19.241,0.079,0.085
58474.22924,19.156,0.074,0.075
58474.2297,19.232,0.079,0.072
58474.23016,19.386,0.089,0.085
58474.23061,19.318,0.084,0.084
58474.23107,19.249,0.08,0.082
58474.23152,19.29,0.082,0.074
58474.23199,19.292,0.082,0.075
58474.23244,19.136,0.073,0.076
58474.2329,19.276,0.081,0.08
58474.23335,19.234,0.079,0.071
58474.2338,19.406,0.09,0.083
58474.23427,19.277,0.082,0.081
58474.23472,19.195,0.076,0.078
58474.23518,19.3,0.083,0.083
58474.23563,19.288,0.082,0.074
58474.2361,19.312,0.084,0.08
58474.23655,19.17,0.075,0.082
58474.237,19.359,0.087,0.077
58474.23746,19.268,0.081,0.081
58474.23791,19.475,0.095,0.082
58474.23838,19.234,0.079,0.088
58474.23883,19.39,0.089,0.079
58474.23929,19.159,0.074,0.081
58474.23974,19.306,0.083,0.079
58474.24019,19.465,0.094,0.081
58474.24066,19.169,0.075,0.073
58474.24111,19.513,0.098,0.081
58474.24157,19.462,0.094,0.083
58474.24202,19.154,0.074,0.073
58474.24248,19.272,0.081,0.083
58474.24294,19.43,0.092,0.083
58474.24339,19.323,0.085,0.076
58474.24385,19.194,0.076,0.081
58474.2443,19.43,0.092,0.073
58474.24476,19.314,0.084,0.083
58474.24522,19.357,0.087,0.082
58474.24568,19.346,0.086,0.079
58474.24613,19.265,0.081,0.076
58474.24659,19.234,0.079,0.082
58474.24704,19.192,0.076,0.078
58474.2475,19.259,0.08,0.085
58474.24796,19.231,0.079,0.082
58474.24841,19.218,0.078,0.073
58474.24887,19.436,0.092,0.071
58474.24932,19.429,0.092,0.075
58474.24979,19.318,0.084,0.082
58474.25024,19.265,0.081,0.071
58474.2507,19.439,0.093,0.086
58474.25115,19.251,0.08,0.082
58474.25162,19.248,0.08,0.081
58474.25207,19.206,0.077,0.076
58474.25253,19.343,0.086,0.081
58474.25298,19.273,0.081,0.08
58474.25344,19.321,0.084,0.075
58474.2539,19.129,0.073,0.082
58474.25436,19.419,0.091,0.075
58474.25481,19.131,0.073,0.082
58474.25526,19.313,0.084,0.086
58474.25572,19.216,0.078,0.078
58474.25618,19.318,0.084,0.078
58474.25664,19.106,0.071,0.077
58474.25709,19.297,0.083,0.084
58474.25755,19.333,0.085,0.081
58474.258,19.313,0.084,0.085
58474.25847,19.22,0.078,0.087
58474.25892,19.16,0.074,0.083
58474.25938,19.211,0.077,0.085
58474.25983,19.334,0.085,0.076
58474.26028,19.442,0.093,0.081
58474.26075,19.291,0.082,0.086
58474.26166,19.291,0.082,0.077
58474.26211,19.362,0.087,0.081
58474.26258,19.295,0.083,0.078
58474.26303,19.383,0.089,0.078
58474.26349,19.188,0.076,0.087
58474.26394,19.459,0.094,0.083
58474.26439,19.196,0.076,0.08
58474.26486,19.315,0.084,0.072
58474.26531,19.218,0.078,0.081
58474.26577,19.428,0.092,0.079
58474.26622,19.304,0.083,0.086
58474.26668,19.342,0.086,0.078
58474.26714,19.378,0.088,0.08
58474.2676,19.316,0.084,0.082
58474.26805,19.197,0.077,0.083
58474.26851,19.301,0.083,0.08
58474.26896,19.222,0.078,0.081
58474.26943,19.325,0.085,0.074
58474.26988,19.226,0.078,0.083
58474.27034,19.214,0.078,0.085
58474.27079,19.281,0.082,0.083
58474.27124,19.018,0.067,0.076
58474.27171,19.41,0.09,0.085
58474.27216,19.27,0.081,0.082
58474.27262,19.393,0.089,0.081
58474.27307,19.418,0.091,0.08
58474.27354,19.156,0.074,0.076
58474.27399,19.201,0.077,0.078
58474.27444,19.195,0.076,0.084
58474.2749,19.166,0.075,0.077
58474.27535,19.278,0.082,0.078
58474.27582,19.301,0.083,0.084
58474.27627,19.426,0.092,0.081
58474.27673,19.136,0.073,0.079
58474.27718,19.309,0.084,0.08
58474.27764,19.264,0.081,0.084
58474.27811,19.15,0.074,0.088
58474.27856,19.316,0.084,0.081
58474.27902,19.351,0.086,0.083
58474.27947,19.337,0.085,0.07
58474.27994,19.425,0.092,0.072
58474.28039,19.263,0.081,0.083
58474.28085,19.251,0.08,0.082
58474.2813,19.269,0.081,0.071
58474.28176,19.381,0.088,0.076
58474.28222,19.351,0.086,0.076
58474.28268,19.312,0.084,0.08
58474.28313,19.305,0.083,0.079
58474.28358,19.344,0.086,0.083
58474.28404,19.164,0.075,0.083
58474.2845,19.236,0.079,0.079
58474.28496,19.136,0.073,0.078
58474.28632,19.325,0.085,0.08
58474.28679,19.48,0.096,0.083
58474.28769,19.272,0.081,0.089
58474.28815,19.159,0.074,0.086
58474.2886,19.053,0.068,0.08
58474.28907,19.385,0.089,0.089
58474.28952,19.48,0.096,0.084
58474.28997,19.46,0.094,0.082
58474.29043,19.334,0.085,0.073
58474.29088,19.439,0.093,0.081
58474.29135,19.225,0.078,0.077
58474.2918,19.289,0.082,0.077
58474.29226,19.273,0.081,0.088
58474.29271,19.307,0.083,0.082
58474.29318,19.297,0.083,0.089
58474.29363,19.329,0.085,0.083
58474.29408,19.265,0.081,0.076
58474.29454,19.399,0.09,0.084
58475.17163,19.399,0.09,0.068
58475.17209,19.282,0.082,0.076
58475.17254,19.343,0.086,0.074
58475.17301,19.39,0.089,0.079
58475.17346,19.36,0.087,0.08
58475.17392,19.333,0.085,0.079
58475.17437,19.255,0.08,0.085
58475.17483,19.433,0.092,0.079
58475.17529,19.301,0.083,0.076
58475.17574,19.294,0.083,0.079
58475.1762,19.34,0.086,0.081
58475.17665,19.29,0.082,0.076
58475.17711,19.023,0.067,0.08
58475.17758,19.326,0.085,0.079
58475.17803,19.428,0.092,0.081
58475.17849,19.194,0.076,0.081
58475.17894,19.281,0.082,0.085
58475.17941,19.23,0.079,0.083
58475.17986,19.257,0.08,0.09
58475.18032,19.288,0.082,0.077
58475.18077,19.374,0.088,0.079
58475.18123,19.277,0.082,0.082
58475.18169,19.207,0.077,0.079
58475.18215,19.438,0.092,0.081
58475.1826,19.339,0.086,0.078
58475.18306,19.339,0.086,0.082
58475.18351,19.327,0.085,0.086
58475.18397,19.128,0.072,0.086
58475.18443,19.335,0.085,0.08
58475.18489,19.352,0.086,0.081
58475.18534,19.191,0.076,0.08
58475.18581,19.368,0.088,0.082
58475.18626,19.106,0.071,0.078
58475.18671,19.259,0.08,0.084
58475.18717,19.464,0.094,0.078
58475.18762,19.339,0.086,0.084
58475.18809,19.244,0.079,0.082
58475.18854,19.524,0.099,0.082
58475.189,19.167,0.075,0.078
58475.18991,19.31,0.084,0.092
58475.19037,19.226,0.078,0.082
58475.19083,19.194,0.076,0.085
58475.19128,19.477,0.095,0.082
58475.19174,19.351,0.086,0.085
58475.19219,19.344,0.086,0.079
58475.19266,19.325,0.085,0.082
58475.19311,19.279,0.082,0.085
58475.19357,19.249,0.08,0.087
58475.19402,19.297,0.083,0.08
58475.19449,19.235,0.079,0.084
58475.19494,19.539,0.1,0.078
58475.1954,19.255,0.08,0.076
58475.19585,19.224,0.078,0.076
58475.19631,19.34,0.086,0.08
58475.19677,19.154,0.074,0.078
58475.19768,19.454,0.094,0.078
58475.19859,19.22,0.078,0.084
58475.19906,19.308,0.084,0.078
58475.19951,19.348,0.086,0.081
58475.19996,19.365,0.087,0.084
58475.20042,19.185,0.076,0.087
58475.20087,19.293,0.082,0.081
58475.20134,19.411,0.091,0.075
58475.20179,19.272,0.081,0.087
58475.20225,19.266,0.081,0.081
58475.2027,19.429,0.092,0.076
58475.20315,19.251,0.08,0.08
58475.20362,19.22,0.078,0.079
58475.20407,19.318,0.084,0.083
58475.20453,19.248,0.08,0.086
58475.20498,19.199,0.077,0.082
58475.20545,19.243,0.079,0.077
58475.2059,19.076,0.07,0.082
58475.20636,19.126,0.072,0.08
58475.20681,19.217,0.078,0.083
58475.20727,19.227,0.078,0.082
58475.20773,19.374,0.088,0.082
58475.20819,19.389,0.089,0.08
58475.20864,19.288,0.082,0.079
58475.20909,19.342,0.086,0.083
58475.20955,19.242,0.079,0.08
58475.21001,19.54,0.1,0.084
58475.21047,19.23,0.079,0.08
58475.21092,19.103,0.071,0.079
58475.21138,19.374,0.088,0.081
58475.21183,19.479,0.096,0.084
58475.2123,19.508,0.098,0.083
58475.21275,19.242,0.079,0.075
58475.21321,19.264,0.081,0.08
58475.21366,19.606,0.106,0.083
58475.21413,19.308,0.084,0.083
58475.21458,19.168,0.075,0.082
58475.21504,19.401,0.09,0.083
58475.21549,19.429,0.092,0.081
58475.21594,19.457,0.094,0.081
58475.21641,19.452,0.094,0.078
58475.21732,19.433,0.092,0.083
58475.21777,19.579,0.103,0.083
58475.21823,19.265,0.081,0.082
58475.21869,19.305,0.083,0.095
58475.21915,19.123,0.072,0.085
58475.2196,19.395,0.089,0.078
58475.22005,19.327,0.085,0.081
58475.22051,19.302,0.083,0.085
58475.22097,19.26,0.08,0.086
58475.22143,19.264,0.081,0.082
58475.22188,19.413,0.091,0.075
58475.22234,19.408,0.09,0.076
58475.22279,19.303,0.083,0.082
58475.22326,19.543,0.1,0.082
58475.22371,19.332,0.085,0.089
58475.22416,19.308,0.083,0.076
58475.22462,19.224,0.078,0.085
58475.22507,19.313,0.084,0.082
58475.22554,19.458,0.094,0.08
58475.22599,19.326,0.085,0.081
58475.22645,19.324,0.085,0.083
58475.2269,19.277,0.081,0.08
58475.22735,19.19,0.076,0.08
58475.22782,19.456,0.094,0.086
58475.22827,19.301,0.083,0.084
58475.22873,19.435,0.092,0.082
58475.22918,19.283,0.082,0.076
58475.22965,19.331,0.085,0.076
58475.2301,19.294,0.083,0.078
58475.23055,19.515,0.098,0.079
58475.23101,19.233,0.079,0.083
58475.23146,19.206,0.077,0.084
58475.23193,19.25,0.08,0.086
58475.23238,19.311,0.084,0.085
58475.23284,19.342,0.086,0.088
58475.23329,19.166,0.075,0.083
58475.23376,19.262,0.081,0.084
58475.23421,19.003,0.066,0.078
58475.23467,19.266,0.081,0.081
58475.23512,19.254,0.08,0.079
58475.23558,19.286,0.082,0.089
58475.23603,19.225,0.078,0.087
58475.2365,19.199,0.077,0.08
58475.23695,19.47,0.095,0.083
58475.23741,19.206,0.077,0.084
58475.23786,19.443,0.093,0.085
58475.23831,19.334,0.085,0.081
58475.23878,19.146,0.074,0.08
58475.23923,19.378,0.088,0.087
58475.23969,19.298,0.083,0.08
58475.24014,19.104,0.071,0.083
58475.24061,19.152,0.074,0.084
58475.24106,19.276,0.081,0.091
58475.24152,19.084,0.07,0.082
58475.24197,19.312,0.084,0.082
58475.24244,19.256,0.08,0.085
58475.24289,19.447,0.093,0.083
58475.24335,19.294,0.083,0.082
58475.2438,19.604,0.105,0.084
58475.24425,19.413,0.091,0.087
58475.24472,19.25,0.08,0.079
58475.24563,19.057,0.069,0.078
58475.24608,19.372,0.088,0.084
58475.24654,19.181,0.076,0.084
58475.247,19.207,0.077,0.086
58475.24745,19.146,0.074,0.084
58475.24791,19.507,0.098,0.084
58475.24836,19.264,0.081,0.083
58475.24882,19.203,0.077,0.081
58475.24928,19.402,0.09,0.082
58475.24974,19.448,0.093,0.071
58475.25019,19.245,0.079,0.082
58475.25065,19.283,0.082,0.079
58475.2511,19.413,0.091,0.083
58475.25157,19.363,0.087,0.074
58475.25202,19.254,0.08,0.076
58475.25247,19.292,0.082,0.075
58475.25293,19.217,0.078,0.079
58475.25385,19.306,0.083,0.087
58475.2543,19.417,0.091,0.078
58475.25476,19.347,0.086,0.076
58475.25521,19.182,0.076,0.085
58475.25568,19.301,0.083,0.075
58475.25613,19.292,0.082,0.074
58475.25659,19.273,0.081,0.081
58475.25704,19.56,0.102,0.078
58475.2575,19.305,0.083,0.083
58475.25842,19.357,0.087,0.086
58475.25887,19.245,0.079,0.079
58475.25932,19.295,0.083,0.08
58475.25978,19.399,0.09,0.084
58475.26024,19.354,0.087,0.073
58475.2607,19.058,0.069,0.068
58475.26115,19.084,0.07,0.078
58475.26161,19.389,0.089,0.085
58475.26206,19.298,0.083,0.08
58475.26252,19.212,0.077,0.087
58475.26298,19.574,0.103,0.079
58475.26343,19.256,0.08,0.074
58475.26389,19.198,0.077,0.079
58475.26434,19.272,0.081,0.078
58475.26481,19.212,0.077,0.079
58475.26526,19.123,0.072,0.083
58475.26571,19.397,0.09,0.075
58475.26617,19.38,0.088,0.079
58475.26662,19.38,0.088,0.08
58475.26755,19.33,0.085,0.083
58475.268,19.229,0.078,0.081
58475.26846,19.339,0.086,0.079
58475.26892,19.221,0.078,0.082
58475.26937,19.213,0.077,0.073
58475.26983,19.252,0.08,0.073
58475.27028,19.315,0.084,0.081
58475.27074,19.288,0.082,0.081
58475.2712,19.228,0.078,0.075
58475.27211,19.292,0.082,0.077
58475.27257,19.359,0.087,0.077
58475.27302,19.29,0.082,0.088
58475.27349,19.274,0.081,0.074
58475.27394,19.323,0.085,0.076
58475.2744,19.281,0.082,0.08
58475.27485,19.372,0.088,0.081
58475.27532,19.302,0.083,0.076
58475.27577,19.262,0.081,0.082
58475.27623,19.218,0.078,0.08
58475.27668,19.335,0.085,0.082
58475.27714,19.282,0.082,0.075
58475.2776,19.302,0.083,0.079
58475.27806,19.325,0.085,0.073
58475.27852,19.274,0.081,0.079
58475.27897,19.412,0.091,0.077
58475.27944,19.377,0.088,0.082
58475.27989,19.492,0.097,0.075
58475.28035,19.203,0.077,0.074
58475.2808,19.421,0.091,0.084
58475.28125,19.163,0.074,0.073
58475.28172,19.322,0.084,0.079
58475.28217,19.203,0.077,0.091
58475.28308,19.304,0.083,0.083
58475.28354,19.324,0.085,0.082
58475.284,19.23,0.079,0.088
58475.28446,19.156,0.074,0.079
58475.28491,19.228,0.078,0.077
58475.28537,19.34,0.086,0.08
58475.28582,19.206,0.077,0.075
58475.28629,19.152,0.074,0.076
58475.28674,19.241,0.079,0.08
58475.2872,19.547,0.101,0.08
58475.28765,19.201,0.077,0.075
58475.2881,19.226,0.078,0.079
58475.28857,19.329,0.085,0.071
58475.28902,19.48,0.096,0.086
58475.28948,19.16,0.074,0.084
58475.28994,19.133,0.073,0.078
58475.2904,19.309,0.084,0.085
58475.29085,19.308,0.083,0.085
58475.29134,19.205,0.077,0.081
58475.29226,19.366,0.087,0.085
58475.29272,19.339,0.086,0.084
58475.29317,19.173,0.075,0.081
58475.29364,19.177,0.075,0.081
58475.29409,19.396,0.09,0.088
58475.30557,19.259,0.08,0.094
58481.31026,19.374,0.088,0.089
58483.10513,19.495,0.097,0.078
58487.11548,19.404,0.09,0.077
58491.12635,19.347,0.086,0.076
58493.12133,19.262,0.081,0.065
58494.12066,18.956,0.063,0.07
58503.13741,19.513,0.098,0.068
58507.23957,19.373,0.088,0.069
58511.12126,19.247,0.08,0.08
58523.17765,19.197,0.077,0.093
58540.11909,19.351,0.086,0.077
58650.43013,19.167,0.075,0.091
58651.43404,19.165,0.075,0.084
58652.44517,19.444,0.093,0.086
58654.4445,19.186,0.076,0.091
58657.42789,19.411,0.091,0.105
58666.42379,19.315,0.084,0.087
58667.46441,19.357,0.087,0.086
58669.42954,19.291,0.082,0.093
58670.46618,19.223,0.078,0.082
58672.46931,19.314,0.084,0.081
58673.45264,19.344,0.086,0.087
58674.47348,19.357,0.087,0.08
58676.46919,19.334,0.085,0.08
58680.42608,19.255,0.08,0.082
58683.44653,19.531,0.1,0.081
58686.43161,19.325,0.085,0.04
58690.4083,19.272,0.081,0.065
58693.38607,19.249,0.08,0.083
58696.47171,19.28,0.082,0.084
58699.38798,19.271,0.081,0.081
58703.43331,19.287,0.082,0.078
58712.43094,19.202,0.077,0.072
58715.427,19.285,0.082,0.086
58718.48544,19.323,0.085,0.075
58724.40878,19.34,0.086,0.091
58727.4925,19.349,0.086,0.083
58732.4736,19.303,0.083,0.056
58735.38566,19.294,0.083,0.086
58738.39077,19.386,0.089,0.083
58741.45323,19.327,0.085,0.082
58744.39246,19.454,0.094,0.075
58747.45231,19.272,0.081,0.089
58750.32047,19.392,0.089,0.089
58757.5188,19.444,0.093,0.1
58760.32749,19.377,0.088,0.085
58763.37049,19.441,0.093,0.058
58769.34181,19.133,0.073,0.093
58775.2058,19.22,0.078,0.068
58778.32391,19.442,0.093,0.091
58788.2602,19.281,0.082,0.091
58789.28563,19.243,0.079,0.091
58790.19377,19.381,0.088,0.081
58791.35709,19.291,0.082,0.083
58792.16614,19.396,0.09,0.08
58792.37028,19.299,0.083,0.076
58793.12652,19.243,0.079,0.093
58794.32679,19.279,0.082,0.082
58795.32241,19.35,0.086,0.083
58796.12644,19.334,0.085,0.092
58797.32368,19.381,0.088,0.075
58798.22254,19.238,0.079,0.086
58798.24078,19.271,0.081,0.073
58799.24352,19.336,0.085,0.067
58800.29039,19.311,0.084,0.07
58800.32657,19.077,0.07,0.075
58801.26546,19.229,0.078,0.083
58801.3048,19.48,0.096,0.076
58803.30994,19.33,0.085,0.075
58803.31039,19.35,0.086,0.078
58804.22637,19.278,0.082,0.089
58805.22813,19.341,0.086,0.091
58811.16162,19.357,0.087,0.091
58812.18684,19.44,0.093,0.08
58812.25163,19.38,0.088,0.077
58830.24778,19.267,0.081,0.081
58830.29262,19.339,0.086,0.093
58831.0986,19.446,0.093,0.083
58833.10005,19.165,0.075,0.094
58846.14358,19.314,0.084,0.091
